Author,Year,Journal,Title,Abstract
Vandenbohede et al.,2012,Journal of Hydrology,heat transport and temperature distribution during managed artificial recharge with surface ponds,"managed aquifer recharge (mar) is a well established practice for managing groundwater reserves in a sustainable way. in this paper, we look at the influence of temperature variations of the infiltration water in the recharged aquifer. the paper focuses on mar systems consisting of an infiltration pond surrounded by extraction wells. a number of different 20 configurations and an operational system in the belgian dune area are investigated using field observations and numerical modelling with seawat. seasonally varying temperature in the infiltration water results in a zonation of subsequent lower and higher temperatures in the aquifer. the impact of infiltration water temperature in the aquifer is significant but restricted to the area between the pond and extraction wells, quickly decreasing farther from the infiltration area. colder water during winter results in a decrease of infiltration capacity which can be as high as 1.5 2 times with respect to summer infiltration. infiltration water temperature variations equally influence residence times of the infiltrated water. in general, residence times become smaller for water infiltrated during summer and larger for water infiltrated during winter. infiltration and extraction rate, their ratios and seasonal variability, and location of extraction wells are all contributing factors to the impact of varying temperature of the infiltration water. finally, it is shown that temperature provides only a rough proxy for residence times of solutes because of the important conduction of heat. (c) 2012 elsevier b.v. all rights reserved."
Varua et al.,2016,Journal of Hydrology,"assisting community management of groundwater: irrigator attitudes in two watersheds in rajasthan and gujarat, india","the absence of either state regulations or markets to coordinate the operation of individual wells has focussed attention on community level institutions as the primary loci for sustainable groundwater management in rajasthan and gujarat, india. the reported research relied on theoretical propositions that livelihood strategies, groundwater management and the propensity to cooperate are associated with the attitudinal orientations of well owners in the meghraj and dharta watersheds, located in gujarat and rajasthan respectively. the research tested the hypothesis that attitudes to groundwater management and farming practices, household income and trust levels of assisting agencies were not consistent across the watersheds, implying that a targeted approach, in contrast to default uniform programs, would assist communities craft rules to manage groundwater across multiple hydro geological settings. hierarchical cluster analysis of attitudes held by survey respondents revealed four statistically significant discrete clusters, supporting acceptance of the hypothesis. further analyses revealed significant differences in farming practices, household wealth and willingness to adapt across the four groundwater management clusters. in conclusion, the need to account for attitudinal diversity is highlighted and a framework to guide the specific design of processes to assist communities craft coordinating instruments to sustainably manage local aquifers described. (c) 2016 elsevier b.v. all rights reserved."
Vasconcelos et al.,2017,Applied Water Science,what maintains the waters flowing in our rivers?,"this article discusses how new contributions from hydrogeological science in the 20th and 21st centuries have allowed for a better understanding of the processes that affect the maintenance of river flows. moreover, the way in which this knowledge has been conveyed beyond academia and has been gradually incorporated into public policy for natural resource management is also discussed. this article explains the development of several approaches used to understand the relationships among the management of aquifers, vegetation and river flows, including waterbalance, aquifer recharge, the piston effect, seasonal effects, and safe and sustainable yields. additionally, the current challenges regarding the modeling of hydrological processes that integrate groundwater and surfacewaters are discussed. examples of studies applied in brazil that demonstrate these processes and stimulate thought regarding water management strategies are presented. in light of the case studies, it is possible to propose different strategies, each adapted for specific hydrogeological context to maximize aquifer recharge or base flow maintenance. based on these strategies, the role of infiltration ponds and other artificial recharge techniques is re evaluated in the context of the mitigation of environmental impacts on the maintenance of river flows. proposals for the improvement of public policies regarding the payment of related environmental services to stimulate investment in aquifer recharge and the maintenance of base flow, for which the goal is to attain win win win situations for the environment, farmers and water users, while preventing land speculation, are discussed. lastly, a conceptual model for the dissemination of hydrogeological knowledge in public policies is provided, and its challenges and possibilities are discussed."
Vasconcelos et al.,2017,Applied Water Science,"analysis of spatial temporal patterns of watertable change as a tool for conjunctive water management in the upper central plain of the chao phraya river basin, thailand","a sustainable strategy for conjunctive water management must include information on the temporal and spatial availability of this natural resource. because of water shortages in the dry seasons, farmers on the upper plain of the chao phraya river basin, thailand, are increasingly using groundwater to meet their irrigation needs. to evaluate the possibilities of conjunctive water management in the area, the spatial temporal changes in the watertable of the younger terrace aquifer were investigated. first, a regional geomorphological map based on field surveys, remote sensing and previous environmental studies was developed. then, the well data were analyzed in relation to rainfall, streamflow, yield and pumpage, and the data were interpolated using geostatistical techniques. the results were analyzed via integrated zoning based on color theory as applied to multivariate visualization. the analysis results indicate areas that would be more suitable for groundwater extraction in a conjunctive management framework with regard to the natural hydrogeological processes and the effects of human interaction. the kriging results were compared with the geomorphological map, and the geomorphological areas exhibit distinct hydrogeological patterns. the western fans exhibit the best potential for the expansion of conjunctive use, whereas the borders of the northern fans exhibit the lowest potential."
Velibeyoglu et al.,2018,Water Science and Technology-Water Supply,groundwater in local development strategies: case of izmir,"this study takes into account groundwater in local development strategies of izmir, in which rapid and uneven development has occurred in recent decades. therefore, resilience thinking is needed in the future development of the city region. to this end, the paper aims to make an analysis of recently completed asset based local development strategies for izmir city towards water resiliency. the methodology has two main steps. firstly, by using spatial interaction analysis of peninsula and river basins, potential vulnerabilities and risks are indicated. secondly, a stratified model of strategy evaluation is conducted by scrutinizing the existing layered approaches. then, these models were applied to all strategic decisions including water resources and indicated a high level of consistency to achieve sustainable and resilient use of blue green infrastructure in the future of izmir's metropolitan area. local assets, including water resources, are the backbone of future development of the izmir city region. therefore, usage of local assets in a multi level perspective of strategy development needs to be understood. the stratified model denotes that special emphasis should be given to different river basins in different levels. this study illustrates that synergy management is needed between different layers of local development strategies, in which the role of urban and rural households is of the utmost importance."
Vema et al.,2018,Journal of Hydrology,hydrologic design of water harvesting structures through simulation optimization framework,"watershed management in rainfed agricultural areas of arid and semi arid regions aims at alleviating agricultural drought by employing water conservation measures. water conservation measures serve as mechanisms for recharging groundwater, and also for surface storage. while the benefits derived from these structures is widely accepted, there is increasing concern regarding their sustainability and efficiency. the application of water conservation measures in upstream reaches contributes to reduced inflows to downstream reaches and structures. currently watershed management is planned by considering elementary information about the hydrological regime and its associated impacts on the upstream reaches of the watershed. this approach may lead to inefficient water conservation structures, and there is also a significant probability that the structure may be under designed (or over designed). therefore, careful planning that considers the hydrological changes that the conservation structure may bring in the watershed and the associated benefits/compromise for both upstream and downstream is essential for developing a successful watershed management plan. a simulation optimization framework for optimal sizing of the water conservation structure considering the dual objectives of improving the benefits in the upstream reaches while maintaining flows in the downstream reaches is proposed in this study. the proposed method is demonstrated for optimal sizing of water conservation structures (check dams in this study) for an experimental watershed in kondepi mandal, andhra pradesh, india. the results indicate that the check dams of sizes obtained from both traditional method and simulation optimization method increase moisture availability in the watershed. however, for check dam sizes obtained from the simulation optimization framework, there is an increase in the flow to downstream reaches compared to the check dam sizes obtained from the traditional methods. the increase in downstream flows obtained by optimizing the check dam heights is at the expense of increased moisture stress days in the non growing period, thus, not affecting the crop growth or productivity. the results from this study indicate that the proposed simulation optimization framework can be of assistance in sizing of check dams for sustainable and effective watershed management."
Venetsanou et al.,2016,Global Nest Journal,"impacts of rainfall changes on groundwaterbalance of coastal aquifers: a case study of the thermaikos gulf, north greece","groundwater is one of the major parameters in maintaining ecology in many regions. as climate is one of the main factors which affects groundwater resources, the main objective of the present study is to assess the impact of rainfall changes on the groundwater system by projecting the future changes in the 21st century (2021 2050 and 2071 2100). for this reason, the reGCM3 climate model precipitation data, which showed a reduction in rainfall, was entered in the steady state groundwater flow model modflow for the case study of a coastal aquifer in the eastern part of the thermaikos gulf (north greece). the uprising urbanization in combination with the intensive cultivation have led to the overexploitation of the coastal aquifer and seawater intrusion. the groundwater flow simulation by using the modflow code indicates a negative waterbudget and estimates the quantities of the seawater intrusion. according to the reGCM3 climate model, the precipitation reduction is estimated to be 4% during the period of 2021 2050, while the precipitation decrease is expected to be 22% during the period of 2071 2100. furthermore, the natural recharge of the coastal aquifer is expected to be influenced by the precipitation reduction. finally, the seawater intrusion amounts are expected to increase during these future periods and more specifically during the second period of 2071 2100."
Viaroli et al.,2018,Journal of Hydrology,the groundwaterbudget: a tool for preliminary estimation of the hydraulic connection between neighboring aquifers,"groundwater management authorities usually use groundwaterbudget calculations to evaluate the sustainability of withdrawals for different purposes. the groundwaterbudget calculation does not always provide reliable information, and it must often be supported by further aquifer monitoring in the case of hydraulic connections between neighboring aquifers. the riardo plain aquifer is a strategic drinking resource for more than 100,000 people, water storage for 60 km(2) of irrigated land, and the source of a mineral water bottling plant. over a long period, the comparison between the direct recharge and the estimated natural outflow and withdrawals highlights a severe water deficit of approximately 40% of the total groundwater outflow. a groundwaterbudget deficit should be a clue to the aquifer depletion, but the results of long term water level monitoring allowed the observation of the good condition of this aquifer. in fact, in the riardo plain, the calculated deficit is not comparable to the aquifer monitoring data acquired in the same period (1992 2014). the small oscillations of the groundwater level and the almost stable streambed spring discharge allows the presumption of an additional aquifer recharge source. the confined carbonate aquifer locally mixes with the above volcanic aquifer, providing an externally stable recharge that reduces the effects of the local rainfall variability. the combined approach of the groundwaterbudget results and long term aquifer monitoring (spring discharge and/or hydraulic head oscillation) provides information about significant external groundwater exchanges, even if unidentified by field measurements, and supports the stakeholders in groundwater resource management. (c) 2017 elsevier b.v. all rights reserved."
Visser et al.,2018,Hydrological Processes,importance of river water recharge to the san joaquin valley groundwater system,"groundwater is not a sustainable resource, unless abstraction is balanced by recharge. identifying the sources of recharge in a groundwater basin is critical for sustainable groundwater management. we studied the importance of river water recharge to groundwater in the south eastern san joaquin valley (24,000km(2), population 4 million). we combined dissolved noble gas concentrations, stable isotopes, tritium, and carbon 14 analyses to analyse the sources, mechanisms, and timescales of groundwater recharge. area representative groundwater sampling and numerical model input data enabled a stable isotope mass balance and quantitative estimates of river and local recharge. river recharge, identified by a lighter stable isotope signature, represents 47 +/  4% of modern groundwater in the san joaquin valley (recharged after 1950) but only 26 +/  4% of premodern groundwater (recharged before 1950). this implies that the importance of river water recharge in the san joaquin valley has nearly doubled and is likely the result of a 40% increase in total recharge, caused by river water irrigation return flows and increased stream depletion and river recharge due to groundwater pumping. compared with the large and long duration capacity for water storage in the subsurface, storage of water in rivers is limited in time and volume, as evidenced by cold river recharge temperatures resulting from fast infiltration and recharge. groundwater banking of seasonal surfacewater flows and expansion of managed aquifer recharge practices therefore appear to be a natural and promising method for increasing the resilience of the san joaquin valley water supply system."
von Freyberg et al.,2015,Journal of Hydrology,estimation of groundwater recharge and drought severity with varying model complexity,"a reliable quantification of groundwater recharge (gr) is essential for sustainable water resources management. this can be particularly relevant in regions where an increase in the duration and frequency of drought events is predicted due to future climate change. although there exists a large variety of gr estimation methods, their results can differ considerably for an individual site due to the spatio temporal scales and complexities they represent. therefore, it is crucial to evaluate the potential range of gr estimates to allow for consistency and objective inter comparison of modeling results among different sites. the current study systematically assesses the performance of six frequently used gr estimation methods, which differ in terms of their underlying conceptual framework and complexity. these methods utilize experimental data (lysimeter, river streamflow, groundwatertable variations) as well as soil waterbalance and physically based modeling concepts. 13 years of hydro climatic data were analyzed from the swiss rietholzbach research catchment for different temporal resolutions and extreme climatic conditions (i.e., dry periods). the major limitations and strengths of the six gr estimation methods were identified and summarized in a comprehensive overview, which will facilitate the selection of an adequate technique for the estimation of gr in future studies. (c) 2015 elsevier b.v. all rights reserved."
Voortman et al.,2015,Hydrology and Earth System Sciences,quantifying energy and water fluxes in dry dune ecosystems of the netherlands,"coastal and inland dunes provide various ecosystem services that are related to groundwater, such as drinking water production and biodiversity. to manage groundwater in a sustainable manner, knowledge of actual evapotranspiration (eta) for the various land covers in dunes is essential. aiming at improving the parameterization of dune vegetation in hydrometeorological models, this study explores the magnitude of energy and water fluxes in an inland dune ecosystem in the netherlands. hydrometeorological measurements were used to parameterize the penman monteith evapotranspiration model for four different surfaces: bare sand, moss, grass and heather. we found that the net longwave radiation (r nl) was the largest energy flux for most surfaces during daytime. however, modeling this flux by a calibrated fao 56 r nl model for each surface and for hourly time steps was unsuccessful. our r nl model, with a novel submodel using solar elevation angle and air temperature to describe the diurnal pattern in radiative surface temperature, improved r nl simulations considerably. model simulations of evaporation from moss surfaces showed that the modulating effect of mosses on the waterbalance is species dependent. we demonstrate that dense moss carpets (campylopus introflexus) evaporate more (5%, +14 mm) than bare sand (total of 258 mm in 2013), while more open structured mosses (hypnum cupressiforme) evaporate less (30 %, 76 mm) than bare sand. additionally, we found that a drought event in the summer of 2013 showed a pronounced delayed signal on lysimeter measurements of eta for the grass and heather surfaces, respectively. due to the desiccation of leaves after the drought event, and their feedback on the surface resistance, the potential evapotranspiration in the year 2013 dropped by 9% (37 mm) and 10% (61 mm) for the grass and heather surfaces, respectively, which subsequently led to lowered eta of 8% (29 mm) and 7% (29 mm). these feedbacks are of importance for water resources, especially during a changing climate with an increasing number of drought days. therefore, such feedbacks need to be integrated into a coupled plant physiological and hydrometeorological model to accurately simulate eta. in addition, our study showed that groundwater recharge in dunes can be increased considerably by promoting moss vegetation, especially of open structured moss species."
Voudouris et al.,2013,Water,hydrogeological characteristics of hellenic aqueducts like qanats,"in ancient hellas, water management began in the early minoan era (ca. 3200 1100 bc) and was related to the geomorphology, the geology, the topography, and the local climatic, hydrological, and socio political conditions. historical and archaeological evidences show that ancient greeks had developed even qanat related technologies since the classical times. during democratic periods, the focus of water management was on sustainable small scale, safe, and cost effective management practices, and institutional arrangements, whereas in oligarchic periods, emphasis was on the construction of large scale hydraulic projects, including aqueducts and/or qanats, mostly related to the public sectors. aqueducts like qanats are gently sloping, artificially constructed underground galleries, which bring groundwater from the mountainous area to the lowlands, where water is used, sometimes several kilometers away. it is worth noticing that no large scale lifting techniques were available, and water was transferred from the source (usually a spring) by aqueducts (qanats) from a higher elevation to a lower level by gravity. historically, the aqueduct like qanat technology was developed by persians in the middle of 1st millennium bc, and spread towards the arabian peninsula and egypt. the expansion of islam led to diffusion of qanats in mediterranean countries (e. g., spain, italy, and cyprus). much of the population of iran and other arid countries in north africa and in asia depend on water supply by aqueducts like qanats, even today. this technology is characterized by its durability and sustainability, although an aqueduct like qanat is expensive, both in construction and maintenance. it is pointed out that, the technique of tunneling was used during the classical period in ancient hellas. since the well known tunnel at the island of samos, hellas, was designed and constructed by eupalinos (ca. 530 bc), several underground tunnels (with and without well like vertical shafts) in order to convey water from one location to another one located in a lower level were implemented in this country. several aqueducts (qanat) paradigms (e. g., in athens, on islands of crete and rhodes, and in the area of serres in north country), which are in use even today, are presented and discussed. overall, it seems that water related problems of modern societies are not very different from those during antiquity."
Vouillamoz et al.,2012,Hydrology and Earth System Sciences,"quantifying aquifer properties and freshwater resource in coastal barriers: a hydrogeophysical approach applied at sasihithlu (karnataka state, india)","many human communities living in coastal areas in africa and asia rely on thin freshwater lenses for their domestic supply. population growth together with change in rainfall patterns and sea level will probably impact these vulnerable groundwater resources. spatial knowledge of the aquifer properties and creation of a groundwater model are required for achieving a sustainable management of the resource. this paper presents a ready to use methodology for estimating the key aquifer properties and the freshwater resource based on the joint use of two non invasive geophysical tools together with common hydrological measurements. we applied the proposed methodology in an unconfined aquifer of a coastal sandy barrier in south western india. we jointly used magnetic resonance and transient electromagnetic soundings and we monitored rainfall, groundwater level and groundwater electrical conductivity. the combined interpretation of geophysical and hydrological results allowed estimating the aquifer properties and mapping the freshwater lens. depending on the location and season, we estimate the freshwater reserve to range between 400 and 700 l m( 2) of surface area (+/  50%). we also estimate the recharge using time lapse geophysical measurements with hydrological monitoring. after a rainy event close to 100% of the rain is reaching the watertable, but the net recharge at the end of the monsoon is less than 10% of the rain. thus, we conclude that a change in rainfall patterns will probably not impact the groundwater resource since most of the rain water recharging the aquifer is flowing towards the sea and the river. however, a change in sea level will impact both the groundwater reserve and net recharge."
Wable et al.,2017,Environmental Earth Sciences,evaluation of groundwater resources for sustainable groundwater development in a semiarid river basin of india,"there is a growing stress on groundwater due to increase in the frequency and intensity of droughts, and the limited availability of surfacewater. therefore, proper assessment of available groundwater reserves is highly essential at a microscale (e.g., block level) to take into account spatial variability. in this paper, a methodology for the effective assessment of groundwater resources is demonstrated considering a semiarid river basin of western india as a study area. the rainfall data of nine raingauge stations and seasonal groundwater level data of 132 sites over the basin for 20 years (1990 2009) were used. groundwater availability in the unconfined aquifer was evaluated at a block level in terms of 'static groundwater reserve (sgwr)' and 'dynamic groundwater reserve (dgwr),' and their spatial and temporal variabilities were analyzed. furthermore, the status of groundwater utilization in individual blocks was explored considering the level of groundwater development (gwdl) and the trends of long term seasonal groundwater levels. to sustain available groundwater resources on a long term basis, the runoff potential in the study area was also evaluated. it was found that sgwr varies from 0.09 to 136.97 mcm (million cubic meters), whereas dgwr ranges from  35.85 to 156.26 mcm. during 'normal' years, around 43% of the study area has a sgwr in the range of 20 40 mcm and dgwr in the range of 0 50 mcm. although the gwdl in the study area varies from about 12 to 124%, the status of groundwater development in the study area is categorized to be 'safe.' the analysis of runoff potential in the study area revealed that it considerably varies with time and space. about 71% of the study area is suitable for rainwater conservation during 'wet' years, whereas this figure reduces to 33% in 'normal' years. it is emphasized that regular monitoring of groundwater at a suitable spatial scale (at least block level) is necessary on long term basis and the adoption of rainwater harvesting measures are indispensable for sustainable utilization and management of groundwater resources in semiarid regions."
Walker et al.,2018,Journal of Hydrology-Regional Studies,"alluvial aquifer characterisation and resource assessment of the molototsi sand river, limpopo, south africa","study region: molototsi sand river, limpopo, south africa. study focus: ephemeral sand rivers are common throughout the world's dryland regions, often providing a water source where more conventional sources are unavailable. however, these alluvial aquifers are poorly represented in the literature. extensive field investigations allowed estimation of stored water volume and characterisation of an alluvial aquifer. new hydrological insights for the region: computed alluvial aquifer properties included hydraulic conductivity of 20 300 m/d, porosity of 38 40%, and aquifer thickness of 0 6 m. dykes and other subcrops commonly compartmentalise the aquifer though do not form barriers to flow. a hydraulic disconnect between deep groundwater (occurring in fractured metamorphic rocks) and the alluvial aquifer was revealed by groundwater levels and contrasting hydrochemistry and stable isotope signatures. the dominant recharge process of the alluvial aquifer is surface runoff occurring from torrential tributaries in the catchment's upper reaches. a fraction of available storage is currently abstracted and there exists potential for greater exploitation for smallholder irrigation and other uses."
Walton et al.,2011,Ground Water,aquifer system response time and groundwater supply management,aquifer system response time and groundwater supply management
Walton et al.,2013,Ground Water,aspects of groundwater supply sustainable yield,aspects of groundwater supply sustainable yield
Wang et al.,2015,Journal of Earth Science,"using earth model to estimate groundwater recharge at five representative zones in the hebei plain, china","accurate estimation of groundwater recharge is essential for efficient and sustainable groundwater management in many semi arid regions. in this paper, a lumped parameter model (earth) was established to simulate the recharge rate and recharge process in typical areas by the observation datum of weather, soil water and groundwater synthetically, and the spatial and temporal variation law of groundwater recharge in the hebei plain was revealed. the mean annual recharge rates at lq, lc, hs, dz and cz representative zones are 220.1, 196.7, 34.1, 141.0 and 188.0 mm/a and the recharge coefficients are 26.5%, 22.3%, 7.2%, 20.4%, and 22.0%, respectively. recharge rate and recharge coefficient are gradually reduced from piedmont plain to coastal plain. groundwater recharge appears as only yearly waves, with higher frequency components of the input series filtered by the deep complicated unsaturated zone (such as lc). while at other zones, groundwater recharge series strongly dependent on the daily rainfall and irrigation because of the shallow watertable or coarse lithology."
Wang et al.,2018,Journal of Hydrology,modelling the effects of land cover and climate change on soil water partitioning in a boreal headwater catchment,"climate and land cover are two major factors affecting the water fluxes and balance across spatiotemporal scales. these two factors and their impacts on hydrology are often interlinked. the quantification and differentiation of such impacts is important for developing sustainable land and water management strategies. here, we calibrated the well known hydrus 1d model in a data rich boreal headwater catchment in scotland to assess the role of two dominant vegetation types (shrubs vs. trees) in regulating the soil water partitioning and balance. we also applied previously established climate projections for the area and replaced shrubs with trees to imitate current landuse change proposals in the region, so as to quantify the potential impacts of climate and land cover changes on soil hydrology. under tree cover, evapotranspiration and deep percolation to recharge groundwater was about 44% and 57% of annual precipitation, whilst they were about 10% lower and 9% higher respectively under shrub cover in this humid, low energy environment. meanwhile, tree canopies intercepted 39% of annual precipitation in comparison to 23% by shrubs. soils with shrub cover stored more water than tree cover. land cover change was shown to have stronger impacts than projected climate change. with a complete replacement of shrubs with trees under future climate projections at this site, evapotranspiration is expected to increase by similar to 39% while percolation to decrease by 21% relative to the current level, more pronounced than the modest changes in the two components (<8%) with climate change only. the impacts would be particularly marked in warm seasons, which may result in water stress experienced by the vegetation. the findings provide an important evidence base for adaptivemanagement strategies of future changes in low energy humid environments, where vegetation growth is usually restricted by radiative energy and not water availability while few studies that quantify soil water partitioning exist. (c) 2018 elsevier b.v. all rights reserved."
Wang et al.,2015,Geothermics,"hydrochemical characteristics and geothermometry applications of thermal groundwater in northern jinan, shandong, china","carbonate rock thermal reservoirs are important geothermal resources but lack systematical study on a regional scale. this paper integrated hydrochemical and isotopic data to outline thermal water resources in carbonate rock aquifers as part of deep regional groundwater flow system. hydrochemical characteristics of thermal groundwater in northern jinan geothermal field, where ordovician carbonate rocks are the main thermal reservoir, were examined and characterized by so4 ca, so4 ca center dot na, so4 center dot cl ca center dot na and cl center dot so4 na center dot ca types. hydrochemical evolution was revealed by analyzing correlation between different chemical constituents and their relative changes in various waters. isotopic data allowed the origin of thermal water to be determined and presented different recharge elevations. thermal groundwater was originated from precipitation in the northern piedmont of tai mountain with elevation of 708 1493 m.a.s.l. reservoir temperature was estimated by chemical geothermometry and validated by fluid mineral equilibria calculations. the feasibility of different geothermometers was verified, indicating that quartz geothermometers were more suitable for the geothermal system and yielded reservoir temperatures of 60 80 degrees c. finally, a conceptual hydrogeological model of the geothermal field was proposed: thermal groundwater was derived from regional flow system with high recharge areas, deep circulation depth and slow flow velocities, confirmed by its depleted stable isotopic contents, high chloride and tds concentrations and long residence time. the improved understanding of this geothermal system is fundamental for the better management of this karst geothermal resource. (c) 2015 elsevier ltd. all rights reserved."
Wang et al.,2016,Hydrogeology Journal,investigation of discharge area groundwaters for recharge source characterization on different scales: the case of jinan in northern china,"discharge area groundwater in jinan, a typical karst region in northern china, was investigated by studying both the hydrological and chemical processes evolving from the recharge in mountainous terrains to the karst spring outflows in the metropolitan area. large scale exploitation of karst groundwater has led to a disturbing trend in the ever decreasing spring outflow rates and groundwater level. there is insufficient information about the jinan karst aquifers, which provide the main water sources to meet human demand and to sustain spring outflow. the coupling of hydrological and chemical processes quantifies the flow system through aqueous chemistry characterization of the water sources. this approach is used to study the groundwater flow discharges in different locations and geological settings. the potentiometric data indicated limited vertical connectivity between distinct hydrogeological units and alteration of the recharge regime by the faults and by artificial exploitation. shallow groundwater primarily belongs to the local flow system, with high nitrate concentration and enriched stable isotopic contents. thermal groundwater has high concentrations of chloride and total dissolved solids, derived from a regional flow system with the highest recharge altitudes and long residence time. non thermal karst water may be attributed to the intermediate flow system, with uniform hco3 ca(mg) facies and low nitrate concentration. this work highlighted discharge as a fingerprint of groundwater flow conditions and provides a better insight into the hydrogeological system."
Wang et al.,2013,Journal of Hydrology,"groundwater recharge and hydrogeochemical evolution in the ejina basin, northwest china","groundwater plays a dominant role in the eco environmental protection of arid/semi arid areas. understanding sources and mechanisms of groundwater recharge in the ejina basin, an arid inland river basin in northwest china, is important for water resource planning in this ecologically sensitive area. in this study, 90 water samples were collected from rainfall, rivers and lakes, and springs and pumping wells in 2009. analysis of the aquifer system and hydrological conditions, together with hydrogeochemical and isotope techniques were used to investigate groundwater sources and their associated recharge processes. our results show that shallow phreatic and deep confined groundwater differ greatly in their compositions, with a distinct spatial heterogeneity of phreatic groundwater tds (from 365 mg/l to 5833 mg/l), which increase along the shallow groundwater flow paths. groundwater chemical evolution is mainly controlled by rock dominance and the evaporation crystallization process, and the dominant anion species change systematically from hco3 to so4 to cl, and the dissolved ions within the groundwater system from na  and k rich minerals and sulfate phases also contribute significantly to the groundwater composition. the stable isotope levels (delta o 18 and delta h 2) of the surfacewater and the shallow phreatic groundwater confirm that the heihe river and badain jaran desert groundwater are the main sources recharging the phreatic aquifer in the ejina basin. thus, river infiltration and desert front recharge should be considered as the two main recharge mechanisms of the ejina aquifer. however, recharge from the badain jaran desert aquifer to the ejina basin has occurred at a lower rate due to acidification since the middle holocene. for this reason, the sustainable improvement of the ecological environment should be based on the shallow groundwater recharge of the phreatic aquifer in the ejina delta, which mainly takes place via seepage through the riverbed and direct infiltration during periods of environmental flow control. (c) 2012 elsevier b.v. all rights reserved."
Wang et al.,2016,Water,water resources compound systems: a macro approach to analysing water resource issues under changing situations,"water resource crises are an increasing threat to human survival and development. to reveal the nature of water resource issues under changing situations, the water resources system needs to be studied from a macro and systematic perspective. this report develops a water resources system into a water resources compound system that is constantly evolving under the combined action of the development, resistant, and coordination mechanisms. additionally, the water quotient is defined as a quantitative representation of the sustainable development state of the water resources compound system. four cities in china, beijing, fuzhou, urumqi, and lhasa, were selected as the study areas. the differences in the three types of mechanisms and the water quotient of the water resources compound system of each city in 2013 were compared. the results indicate that the different subsystems that comprise the compound system of a given area have different development mechanisms and resistant mechanisms. there are clear differences in the mechanisms and the water quotients for the water resources compound systems of different regions. pertinent measures should be taken into account during integrated water resource management to improve the sustainable development status of regional water resources compound systems."
Wang et al.,2015,Water,"defining an ecologically ideal shallow groundwater depth for regional sustainable management: conceptual development and case study on the sanjiang plain, northeast china","the depth and fluctuation of shallow groundwater influence water supply to land surface vegetation. knowledge of an ecologically ideal depth range of shallow groundwater for a vegetation ecosystem can be crucial for sustainability of regional water resource management and ecological conservation. in this study, we developed a conceptual model that identifies an upper and a lower boundary of shallow groundwater for sustaining present vegetation ecosystems, termed ecologically ideal shallow groundwater depth (eisgd). we then applied the conceptual model to the sanjiang plain (10.9 x 10(4) km(2)) in northeast china in order to gain insights into sustainable shallow groundwater usage in this intensively irrigated agricultural region. using soil capillary rise, plant rooting depth, extinction depth, and the actual groundwater depth, we identified an upper boundary range of eisgd between 0.5 and 2.8 m and a lower boundary range of eisgd between 2.0 and 14.3 m for different vegetation covers in the sanjiang plain. based on the ranges, we estimated allowable shallow groundwater withdrawal (i.e., without degrading the present vegetation ecosystem) for the region and identified an area of 2.54 x 10(10) m(2) with a total of 9.14 x 10(8) m(3) water deficit. currently, the entire sanjiang plain has a total volume of 45.30 x 10(8) m(3) eisgd allowable shallow groundwater withdrawal, thus the plain's northeast region can be considered as having a high allowable pumping capacity. this study demonstrates that application of an eisgd concept can be useful for developing regional management strategies and plans for ecological protection and sustainable groundwater utilization."
Wang et al.,2011,Environmental Earth Sciences,laboratory study on the relationship between soilmass deformation and water seepage in north china,"the study on the relationship between the soilmass deformation and water seepage under certain stress in north china was conducted through combined tests of the consolidation deformation and water seepage. the results showed that the actual deformation of the clay soil under stress is greater than the deformation induced by the seepage. on average, the deformation induced by seepage was about 60% of the actual clay deformation under stress. the actual deformation of sandy soil, however, is less than the deformation induced by seepage. on average, the seepage induced deformation was approximately 125% of the actual sandy soil deformation. these results indicated that the sandy soil did not have complete plasticity. clay had the highest amount of water seepage and deformation, while silty soil, calcareous highly cemented clayed soil and sandy soil had less water seepage and deformation. the underlying mechanisms were also discussed. the results of this study contribute to the understanding of land subsidence mechanism and rough estimation of groundwater exploitation."
Wang et al.,2014,Bulletin of Engineering Geology and the Environment,an analysis of the resilience capacity of soils in north china: a study on land subsidence treatment,"in order to study treatment measures for the land subsidence caused by deep groundwater overexploitation, we conducted soil compression and rebound tests to analyze the unloading and rebound regularity of deep soil on the fringes of three typical land subsidence regions in north china. using fuzzy mathematics, we specifically explored the main factors influencing the soil mass unloading resiliency. the results indicated that the ratio between the unloading resilience volume and the loading deformation volume of soil mass in the study areas (referred to as the resilience capacity of soil mass) is between 1.6 and 37.6 %, with an average of 14.7 %. in other words, only about 14.7 % of the land subsidence deformation in the study areas can be restored. the soil masses with different properties in north china all possess elastoplasticity and the resilience capacities of soil can vary from area to area. the sandy soil is not completely elastic but has a certain degree of plasticity; the resilience capacity of soil mass is not a constant, but rather, a variable that changes with the rebound stress value. when the rebounding stress value is determined, the resilience capacity under a smaller unloading stress is larger than that under a larger unloading stress, which demonstrates that earlier land subsidence treatment can result in better effects. meanwhile, the resilience capacity of soil mass is also enhanced with the increase of rebounding stress, indicating that the closer to the original groundwater level the restored groundwater is, the better the resilience capacity will be. after repeated loading and unloading tests have been conducted under the same stress, the resilience capacity of soil mass will, in most cases, increase to a certain extent. these results can be quite conducive to the treatment of deep groundwater exploitation induced disasters such as land subsidence."
Wang et al.,2018,Hydrogeology Journal,preface: groundwater sustainability in fast developing china preface,preface: groundwater sustainability in fast developing china preface
