Author,Year,Journal,Title,Abstract
Shrivastava et al.,2003,Journal of Hydrologic Engineering,estimation of sustainable yield of some rivers in trinidad,estimation of sustainable yield of some rivers in trinidad
Simsek et al.,2006,Environmental Geology,a solid waste disposal site selection procedure based on groundwater vulnerability mapping,"in this study, a new, gis based solid waste site selection tool (dupit) is introduced to obtain a systematic and unbiased methodology during the evaluation phases of alternative solid waste disposal areas with regards to vulnerability to groundwater pollution. the proposed tool is an index technique based on the linear combination of five different hydrogeological parameters including depth to groundwatertable, upper layer lithology, permeability of the unsaturated zone, impermeable layer thickness and topographic slope. five different categories are developed to classify each alternative based on the suitability of the site for a solid waste disposal area. as a result, each site is ranked according to the contamination risks for groundwater resources. the proposed technique is applied to the district of torbali near izmir, turkey to determine the most appropriate solid waste disposal site location. the torbali application is implemented by using a gis database developed for the area. based on the results of this application, the best alternative solid waste disposal site for torbali is selected to be located in the northern portions of the city where the groundwatertable is deep, the permeability is low and the topographic slope is mild."
Singh et al.,2010,Journal of Hydrology,decision support for on farm water management and long term agricultural sustainability in a semi arid region of india,"the long term success of irrigated agriculture for sustainable crop production in india depends largely on the careful management of land and water resources. currently, some serious environmental problems of waterlogging and soil salinization are burgeoning in parts of haryana state of india: half a million hectare area of the state is already waterlogged. poor irrigation and drainage management and inadequate exploitation of saline groundwater are the main factors responsible for this phenomenon. in order to prevent further degradation and to maintain the food production for the growing population, judicious use of natural resources is a must. a wide range of solutions could be considered to address the problems. but the effectiveness of all the solutions and their combinations cannot be verified with on farm experiments. simulation models by way of their predictive capability are often the only viable means of providing input to management decisions. these models can help to forecast the likely impacts of a particular alternative management strategy. in the present study a physical based one dimensional simulation model swasalt was employed to evaluate on farm irrigation water management options. after successful calibration and validation with field experimentation data, several scenario building exercises have been conducted under different crop, soil and rainfall conditions. the water and salt balance component obtained for each simulation run were used to derive water management response indicators. the simulation study revealed that in most conditions, saline water of up to 7.5 ds/m can be used safely on long term basis for crop production. the simulation study further revealed that alternative use of canal and saline water had an edge over mix use. several alternatives have been suggested for sustainable agricultural production in the region. the strategies suggested, if followed, would lend sustainability to the agricultural production besides substantial increase in production and water resources conservation, by impeding the environmental hazard of waterlogging and soil salinization. (c) 2010 elsevier b.v. all rights reserved."
Singh et al.,2010,Hydrology and Earth System Sciences,"modelling the impact of prescribed global warming on runoff from headwater catchments of the irrawaddy river and their implications for the water level regime of loktak lake, northeast india","climate change is likely to have major implications for wetland ecosystems, which will include altered water level regimes due to modifications in local and catchment hydrology. however, substantial uncertainty exists in the precise impacts of climate change on wetlands due in part to uncertainty in GCM projections. this paper explores the impacts of climate change upon river discharge within three sub catchments of loktak lake, an internationally important wetland in northeast india. this is achieved by running pattern scaled GCM output through distributed hydrological models (developed using mike she) of each sub catchment. the impacts of climate change upon water levels within loktak lake are subsequently investigated using a waterbalance model. two groups of climate change scenarios are investigated. group 1 uses results from seven different GCM for an increase in global mean temperature of 2 a degrees c, the purported threshold of ''dangerous'' climate change, whilst group 2 is based on results from the hadcm3 GCM for increases in global mean temperature between 1 a degrees c and 6 a degrees c. results from the group 1 scenarios show varying responses between the three sub catchments. the majority of scenario sub catchment combinations (13 out of 21) indicate increases in discharge which vary from < 1% to 42% although, in some cases, discharge decreases by as much as 20%. six of the GCM suggest overall increases in river flow to loktak lake (2 27%) whilst the other results in a modest (6%) decline. in contrast, the group 2 scenarios lead to an almost linear increase in total river flow to loktak lake with increasing temperature (up to 27% for 6 a degrees c), although two sub catchments experience reductions in mean discharge for the smallest temperature increases. in all but one group 1 scenario, and all the group 2 scenarios, loktak lake water levels are higher, regularly reaching the top of a downstream hydropower barrage that impounds the lake and necessitating the release of water for barrage structural stability. although elevated water levels may permit enhanced abstraction for irrigation and domestic uses, future increases in hydropower generation are limited by existing infrastructure. the higher water levels are likely to exacerbate existing ecological deterioration within the lake as well as enhancing problems of flooding of lakeside communities."
Smith et al.,2009,Journal of Hydrology,pollutant attenuation at the groundwater surfacewater interface: a classification scheme and statistical analysis using national scale nitrate data,"a classification scheme for pollutant natural attenuation potential at the groundwater surfacewater interface is presented, and its predictive power for explaining baseflow river nitrate concentration investigated. both the classification scheme and statistical analysis are undertaken at water framework directive surfacewater body scale for england and wales, in baseflow conditions when relative groundwater contribution to rivers is greatest. the results of multiple regression analyses demonstrate statistically significant relationships between the classification of natural attenuation potential, its component properties, and baseflow river nitrate concentration. natural attenuation at the groundwater surfacewater interface is shown to be a significant control on observed river nitrate concentrations, albeit less influential than landuse descriptors. the results indicate that natural attenuation processes have a measurable impact on baseflow river chemistry at surfacewater body scale, and that consideration of natural attenuation processes at the groundwater surfacewater interface would improve regional and catchment scale risk prediction, and could help in the design of more sustainable catchment management strategies. (c) 2009 elsevier b.v. all rights reserved."
Sophocleous et al.,2002,Hydrogeology Journal,interactions between groundwater and surfacewater: the state of the science,"the interactions between groundwater and surfacewater are complex. to understand these interactions in relation to climate, landform, geology, and biotic factors, a sound hydrogeoecological framework is needed. all these aspects are synthesized and exemplified in this overview. in addition, the mechanisms of interactions between groundwater and surfacewater (gw sw) as they affect recharge discharge processes are comprehensively outlined, and the ecological significance and the human impacts of such interactions are emphasized. surfacewater and groundwater ecosystems are viewed as linked components of a hydrologic continuum leading to related sustainability issues. this overview concludes with a discussion of research needs and challenges facing this evolving field. the biogeochemical processes within the upper few centimeters of sediments beneath nearly all surfacewater bodies (hyporheic zone) have a profound effect on the chemistry of the water interchange, and here is where most of the recent research has been focusing. however, to advance conceptual and other modeling of gw sw systems, a broader perspective of such interactions across and between surfacewater bodies is needed, including multidimensional analyses, interface hydraulic characterization and spatial variability, site to region regionalization approaches, as well as cross disciplinary collaborations."
Sophocleous et al.,2005,Hydrogeology Journal,"groundwater recharge and sustainability in the high plains aquifer in kansas, usa","sustainable use of groundwater must ensure not only that the future resource is not threatened by overuse, but also that natural environments that depend on the resource, such as stream baseflows, riparian vegetation, aquatic ecosystems, and wetlands are protected. to properly manage groundwater resources, accurate information about the inputs (recharge) and outputs (pumpage and natural discharge) within each groundwater basin is needed so that the long term behavior of the aquifer and its sustainable yield can be estimated or reassessed. as a first step towards this effort, this work highlights some key groundwater recharge studies in the kansas high plains at different scales, such as regional soil waterbudget and groundwater modeling studies, county scale groundwater recharge studies, as well as field experimental local studies, including some original new findings, with an emphasis on assumptions and limitations as well as on environmental factors affecting recharge processes. the general impact of irrigation and cultivation on recharge is to appreciably increase the amount of recharge, and in many cases to exceed precipitation as the predominant source of recharge. the imbalance between the water input (recharge) to the high plains aquifer and the output (pumpage and stream baseflows primarily) is shown to be severe, and responses to stabilize the system by reducing water use, increasing irrigation efficiency, adopting water saving landuse practices, and other measures are outlined. finally, the basic steps necessary to move towards sustainable use of groundwater in the high plains are delineated, such as improving the knowledge base, reporting and providing access to information, furthering public education, as well as promoting better understanding of the public's attitudinal motivations; adopting the ecosystem and adaptivemanagement approaches to managing groundwater; further improving water efficiency; exploiting the full potential of dryland and biosaline agriculture; and adopting a goal of long term sustainable use."
Sophocleous et al.,2007,Ground Water,the science and practice of environmental flows and the role of hydrogeologists,"conflicts between ecosystems and human needs for fresh water are increasing. the purpose of this paper is to raise awareness in the hydrogeologic community of environmental flows (efs) and to address the major challenges involved in their protection. groundwater is a key component of efs, and therefore hydrogeologists are called upon to get involved in the ongoing debates about maintaining healthy riverine ecosystems. promising opportunities for achieving efs in both underallocated and overallocated basins as well as new methods for protecting fresh water ecosystems developed in different countries are outlined. ef protection measures include private water trusts, ""upside down instream flow water rights,"" the ""public trust"" doctrine, and water markets, among other measures. a number of knowledge gaps are identified, to which hydrogeologists could contribute, such as our rudimentary knowledge about groundwater dependent ecosystems, aspects of stream aquifer interactions, and the impacts of landuse changes. the values that society places on the different uses of water ultimately determine where the water is allocated. ef requirements can be legitimately recognized and addressed by basing the environmental needs of hydrologic systems on robust science, focusing on increasing the productivity of water use, engaging society in understanding the benefits and costs of decisions that affect ecosystems, and taking advantage of various opportunities for achieving ef goals."
Sophocleous et al.,2010,Hydrogeology Journal,"review: groundwater management practices, challenges, and innovations in the high plains aquifer, usa lessons and recommended actions","the us high plains aquifer, one of the largest freshwater aquifer systems in the world, continues to decline, threatening the long term viability of the region's irrigation based economy. the eight high plains states take different approaches to the development and management of the aquifer based on each state's body of water laws that abide by different legal doctrines, on which federal laws are superposed, thus creating difficulties in integrated regional water management efforts. although accumulating hydrologic stresses and competing demands on groundwater resources are making groundwater management increasingly complex, they are also leading to innovative management approaches, which are highlighted in this paper as good examples for emulation in managing groundwater resources. it is concluded that the fragmented and piecemeal institutional arrangements for managing the supplies and quality of water are inadequate to meet the water challenges of the future. a number of recommendations for enhancing the sustainability of the aquifer are presented, including the formation of an interstate groundwater commission for the high plains aquifer along the lines of the delaware and susquehanna river basins commissions in the us. finally, some lessons on groundwater management that other countries can learn from the us experience are outlined."
Srinivasan et al.,2010,Water Resources Research,"sustainable urban water supply in south india: desalination, efficiency improvement, or rainwater harvesting?","indian megacities face severe water supply problems owing to factors ranging from growing population to high municipal pipe leakage rates; no indian city provides 24/7 water supply. current approaches to addressing the problem have been ""utility centric,"" overlooking the significance of decentralized activities by consumers, groundwater extraction via private wells, and aquifer recharge by rainwater harvesting. we propose a framework that makes it possible to evaluate a wider range of centralized and decentralized policies than previously considered. the framework was used to simulate water supply and demand in a simulation model of chennai, india. three very different policies, supply augmentation, efficiency improvement, and rainwater harvesting, were evaluated using the model. the model results showed that none of the three policies perfectly satisfied our criteria of efficiency, reliability, equity, financial viability, and revenue generation. instead, a combination of rainwater harvesting and efficiency improvement best meets these criteria."
Stannard et al.,2010,Journal of Hydrology,consumptive use and resulting leach field waterbudget of a mountain residence,"consumptive use of water in a dispersed rural community has important implications for maximum housing density and its effects on sustainability of groundwater withdrawals. recent rapid growth in colorado, usa has stressed groundwater supplies in some areas, thereby increasing scrutiny of approximate methods developed there more than 30 years ago to estimate consumptive use that are still used today. a foothills residence was studied during a 2 year period to estimate direct and indirect water losses. direct losses are those from evaporation inside the home, plus any outdoor use. indirect loss is evapotranspiration (et) from the residential leach field in excess of et from the immediately surrounding terrain. direct losses were 18.7% of water supply to the home, substantially larger than estimated historically in colorado. a new approach was developed to estimate indirect loss, using chamber methods together with the penman monteith model. indirect loss was only 0.9% of water supply, but this value probably was anomalously low due to a recurring leach field malfunction. resulting drainage beneath the leach field was 80.4% of water supply. guidelines are given to apply the same methodology at other sites and combine results with a survey of leach fields in an area to obtain more realistic average values of et losses. published by elsevier b.v."
Steinman et al.,2007,Environmental Monitoring and Assessment,"environmental analysis of groundwater in mecosta county, michigan","groundwater withdrawal has major economic, social, and environmental implications. in michigan, recent legislative activity has begun to address the issue of groundwater sustainability. however, more hydrologic data are needed to help inform policy and legislation. a study was conducted in mecosta county, michigan to: (1) determine if a relationship could be established between landuse/land cover and groundwater quality; and (2) develop a conceptual model for the shallow groundwater system of the study region. in general, groundwater quality was good, with below detection levels of e. coli, low total bacterial counts, and relatively low nutrient concentrations. no statistically significant associations were found between the bacterial numbers and either landuse or the physical/chemical attributes measured, which may be because the scale of our spatial analysis was too coarse to detect patterns. finer scale, localized processes may have a greater influence on microorganism growth and abundance than coarser scale, regional processes in this area. our groundwater analysis suggested that shallow groundwater flow paths are generally consistent with regional surfacewater flow networks, and that shallow groundwater levels in most of the region have fluctuated within 1 2 m over the past 30 years, with no obvious increasing or decreasing trend."
Stevick et al.,2005,Journal of Hydrology,locating new production wells using a probabilistic based groundwater model,locating new production wells using a probabilistic based groundwater model
Steward et al.,2009,Water Resources Research,groundwater response to changing water use practices in sloping aquifers using convolution of transient response functions,"this study examines the impact of a sloping base on the movement of transients through groundwater systems. dimensionless variables and regression of model results are employed to develop functions relating the transient change in saturated thickness to the distance upgradient and downgradient from recharge or withdrawal. convolution of these transient response functions (made possible due to linearity of partial differential equations in the model) enables computation of changes in saturated thickness over recharge/withdrawal that varies over space and time. establishing the criteria and form of these functions led to the discovery of fundamental underlying properties: upgradient and downgradient responses may be scaled to achieve a symmetrical relationship, expressions are developed to compute change in saturated thickness at the location of water use, and downgradient response at large times form a s shaped curve that effectively adds a diffusive component to the average velocity of the kinematic wave approximation, where the hydraulic gradient is equal to the bed slope. hydrogeologic data for three study regions in the high plains aquifer are summarized, and model results are presented for changes in saturated thickness. the transient response functions are used to reconstruct and interpret groundwater response to historical water use practices and to predict future changes in saturated thickness for a series of hypothetical alternative water use scenarios. depressions in groundwater elevation are observed both upgradient and downgradient from areas of high water use; however, these depressions preferentially move downgradient over time and may continue to spread downgradient far into the future. this approach quantifies and provides understanding of the impacts of changes in natural and anthropogenic hydrologic forcings on aquifer systems."
Stigter et al.,2009,Hydrology and Earth System Sciences,screening of sustainable groundwater sources for integration into a regional drought prone water supply system,"this paper reports on the qualitative and quantitative screening of groundwater sources for integration into the public water supply system of the algarve, portugal. the results are employed in a decision support system currently under development for an integrated water resources management scheme in the region. such a scheme is crucial for several reasons, including the extreme seasonal and annual variations in rainfall, the effect of climate change on more frequent and long lasting droughts, the continuously increasing water demand and the high risk of a single source water supply policy. the latter was revealed during the severe drought of 2004 and 2005, when surface reservoirs were depleted and the regional water demand could not be met, despite the drilling of emergency wells. for screening and selection, quantitative criteria are based on aquifer properties and well yields, whereas qualitative criteria are defined by water quality indices. these reflect the well's degree of violation of drinking water standards for different sets of variables, including toxicity parameters, nitrate and chloride, iron and manganese and microbiological parameters. results indicate the current availability of at least 1100 l s( 1) of high quality groundwater (55% of the regional demand), requiring only disinfection (900 l s( 1)) or basic treatment, prior to human consumption. these groundwater withdrawals are sustainable when compared to mean annual recharge, considering that at least 40% is preserved for ecological demands. a more accurate and comprehensive analysis of sustainability is performed with the help of steady state and transient groundwater flow simulations, which account for aquifer geometry, boundarycondition, recharge and discharge rates, pumping activity and seasonality. they permit an advanced analysis of present and future scenarios and show that increasing water demands and decreasing rainfall will make the water supply system extremely vulnerable, with a high risk of groundwater salinization and ecosystem degradation."
Stuart et al.,2010,Applied Geochemistry,groundwater residence time and movement in the maltese islands   a geochemical approach,"the maltese islands are composed of two limestone aquifers, the upper and lower coralline limestone separated by an aquitard, the 'blue clay'. the lower coralline limestone is overlain in part by the poorly permeable globigerina limestone. the upper perched aquifers are discontinuous and have very limited saturated thickness and a short water level response time to rainfall. frequent detections of coliforms suggest a rapid route to groundwater. however, the unsaturated zone has a considerable thickness in places and the primary porosity of the upper coralline limestone is high, so there is likely to be older recharge by slow matrix flow as well as rapid recharge from fractures. measurement of sf(6) from a pumping station in a deep part of one of the perched aquifers indicated a mean saturated zone age of about 15 a. the main sea level aquifers (msl) on both malta and gozo have a large unsaturated thickness as water levels are close to sea level. on malta, parts of the aquifer are capped by the perched aquifers and more extensively by the globigerina limestone. the limited detection of coliform bacteria suggests only some rapid recharge from the surface via fractures or karst features. transmissivity is low and (3)h and cfc/sf(6) data indicate that saturated zone travel times are in the range 15 40 a. on gozo the aquifer is similar but is more extensively capped by impermeable blue clay. cfc data show the saturated zone travel time is from 25 a to possibly more than 60 a. groundwater age is clearly related to the extent of low permeability cover. the delta(13)c signature of groundwater is related to the geochemical processes which occur along the flowpath and is consistent with residence time ages in the sequence; perched aquifers < malta msl < gozo msl the (18)o and (2)h enriched isotopic signature of post 1983 desalinated water can be seen in more modern groundwater, particularly the urbanized areas of the perched and malta msl aquifers. in all aquifers, movement of solutes from the surface travelling slowly through the matrix provide a long term source of groundwater contaminants such as no(3). (c) 2010 nerc published by elsevier ltd. all rights reserved."
Sultan et al.,2008,Journal of Hydrology,"geochemical, isotopic, and remote sensing constraints on the origin and evolution of the rub al khali aquifer system, arabian peninsula","chemical and stable isotopic compositions of groundwater samples from the rub at khali (rak) in southern saudi arabia were analyzed. samples were collected from wells of variable depth (1.5 800 m) along the perimeter of the eastern half of the rak including flowing artesian wells, pumped wells (formerly artesian), and shallow hand dug wells encompassing those in sabkha areas. data indicate that the water from the artesian and formerly artesian wells represents the contents of confined aquifers. such water (group 1) is isotopicatly depleted (delta(2)h values ranging from  60 parts per thousand. to  35 parts per thousand), and has total dissolved solids (tds) concentrations ranging from 1300 to 76,000 mg/l, indicating that much of the salinity is acquired in the subsurface. water from shallow hand dug wells including those in sabkha areas (group 2) has experienced significant evaporation (5 2 h values ranging from  34 parts per thousand to +19 parts per thousand as well as salinization (tds as high as 92,000 mg/l) by dissolution of sabkha salts including halite and gypsum. stable isotope data for the group 2 water samples define an evaporation trend line originating from the group 1 water samples. this relationship indicates that the group 2 type water evolved from group 1 type water by ascending through structural discontinuities, dissolving evaporative salts, and undergoing substantial near surface evaporation in groundwater discharge zones (sabkhas) characterized by shallow groundwater levels (<2 m). this interpretation is supported by the relatively unradiogenic sr isotope ratios of groundwater samples (sr(87)/sr(86) = 0.70771 0.70874) that are inconsistent with that of modern seawater ((87)sr/(86)sr = 0.70932). the rak aquifer water represents either high elevation recharge from the red sea hills, and/or recharge largely formed of paleo water precipitated during moist climate intervals of the late pleistocene recharging aquifers cropping out at the foothills of the red sea mountains. this inference is supported by a progressive decrease in hydraulic head and increase in groundwater salinity from west to east, substantial precipitation over the red sea hills, and a major e w trending channel network that channels precipitation from the red sea hills toward recharge areas. analysis of 3 hourly trmm (tropical rainfall measuring mission: 1998 2006) precipitation data and digital elevation data shows that 27% of the average annual precipitation (150 x 10(9) m(3)) over the arabian peninsula is channeled toward the recharge zone of the rak aquifer system, of which an estimated 4 x 10(9) m(3) a( 1) to 10 x 10(9) m(3) a( 1) of this water is partitioned as recharge to the rak aquifer system. additional integrated studies on recharge rates, sustainability, and water quality issues for the rak aquifers could demonstrate that the rak is one of the most promising sites for groundwater exploration in the arabian peninsula. results highlight the importance of investigating the potential for sustainable exploitation of similar large aquifer systems that were largely recharged in previous wet climatic periods yet are still receiving modest modern meteoric contributions. (c) 2008 elsevier b.v. all rights reserved."
Sultan et al.,2007,Journal of Hydrology,natural discharge: a key to sustainable utilization of fossil groundwater,"rising demands for fresh water supplies in and lands are leading to excessive exploitation and unsustainable mining of non renewable fossil groundwater. using the nubian aquifer of saharan africa as a test site, we demonstrate an integrated approach to identify areas of discharge that could have gone undetected, and to model extraction that is sustained by natural discharge. using isotopic and geochemical analyses along with field and remote sensing data we show that discharge of the nubian aquifer is occurring on a larger scale, primarily through deep seated fault systems, and that ascending groundwater discharges into relatively thick alluvial aquifers proximal to the fault complex that defines the river nile and the gulf of suez. we develop a hydrologic model to assess the discharge and to constrain sustainable extraction in the asyuti area along the river nile and to demonstrate a replicable model for similar reservoirs. a two dimensional groundwater flow model was constructed and calibrated against head data from 19 wells. results point to a significant contribution to the asyuti groundwater system from rising nubian groundwater (3.19 x 10(7) m(3)/yr: 75% of incoming flow) and a modest contribution (1.08 x 10(7) m(3)/yr: 25% of incoming flow) from surface runoff. approximately 2.5 x 10(7) m(3)/yr of groundwater could be used in a sustainable manner in asyuti. assuming geologic settings and discharge rates similar to those at asyuti, we estimate that 70 x 10(7) m(3)/yr of groundwater may be available for sustainable development in similar settings around the river nile and the gulf of suez. (c) 2006 elsevier b.v. all rights reserved."
Szucs et al.,2009,Environmental Modeling & Assessment,remediating over produced and contaminated aquifers by artificial recharge from surfacewaters,"recharging from open surfacewater resources is investigated as a method for remediation of over produced and contaminated aquifers. the hydraulic and contaminant modeling using the modflow 2000 and mt3dms simulation software are resorted for evaluation of the available options. methodology is developed and illustrated for reviewing the alternative remediation approaches for optimal selection of the best remediation approach to aquifer recharging from surfacewaters. the effectiveness of the present systematic approach is demonstrated by identifying the best choice among the multifunctional artificial recharge options available for the great forest park in debrecen, hungary."
Tilahun et al.,2009,Hydrogeology Journal,"estimation of groundwater recharge using a gis based distributed waterbalance model in dire dawa, ethiopia","sustainable groundwater management requires knowledge of recharge. recharge is also an important parameter in groundwater flow and transport models. spatial variation in recharge due to distributed land us.e, soil texture, topography, groundwater level, and hydrometeorological conditions should be accounted for in recharge estimation. however, conventional point estimates of recharge are not easily extrapolated or regionalized. in this study, a spatially distributed waterbalance model wetspass was used to simulate long term average recharge using landuse, soil texture, topography, and hydrometeorological parameters in dire dawa, a semiarid region of ethiopia. wetspass is a physically based methodology for estimation of the long term average spatial distribution of surface runoff, actual evapotranspiration, and groundwater recharge. the long term temporal and spatial average annual rainfall of 626 mm was distributed as: surface runoff of 126 mm (20%), evapotranspiration of 468 mm (75%), and recharge of 28 mm (5%). this recharge corresponds to 817 l/s for the 920.12 km(2) study area, which is less than the often assumed 1,000 l/s recharge for the dire dawa groundwater catchment."
Tizro et al.,2008,Hydrological Processes,"groundwater quality in the semi arid region of the chahardouly basin, west iran","chahardouly basin is located in the western part of iran and is characterized by semi arid climatic conditions and scarcity in water resources. the main aquifer systems are developed within alluvial deposits. the availability of groundwater is rather erratic owing to the occurrence of hard rock formation and a saline zone in some parts of the area. the aquifer systems of the area show signs of depletion, which have taken place in recent years due to a decline in water levels. groundwater samples collected from shallow and deep wells were analysed to examine the quality characteristics of groundwater. the major ion chemistry of groundwater is dominated by ca2+ and hco3  while higher values of total dissolved solids (tds) in groundwater are associated with high concentrations of all major ions. an increase in salinity is recorded in the down gradient part of the basin. the occurrence of saline groundwater, as witnessed by the high electrical conductivity (ec), may be attributed to the long residence time of water and the dissolution of minerals, as well as evaporation of rainfall and irrigation return flow. based on sar values and sodium content (%na), salinity appears to be responsible for the poor groundwater quality, rendering most of the samples not suitable for irrigation use. copyright (c) 2007 john wiley & sons, ltd."
Tomilson et al.,2007,Hydrogeology Journal,deliberate omission or unfortunate oversight: should stygofaunal surveys be included in routine groundwater monitoring programs?,deliberate omission or unfortunate oversight: should stygofaunal surveys be included in routine groundwater monitoring programs?
Tonkin et al.,2005,Water Resources Research,a hybrid regularized inversion methodology for highly parameterized environmental models,"[1] a hybrid approach to the regularized inversion of highly parameterized environmental models is described. the method is based on constructing a highly parameterized base model, calculating base parameter sensitivities, and decomposing the base parameter normal matrix into eigenvectors representing principal orthogonal directions in parameter space. the decomposition is used to construct super parameters. super parameters are factors by which principal eigenvectors of the base parameter normal matrix are multiplied in order to minimize a composite least squares objective function. these eigenvectors define orthogonal axes of a parameter subspace for which information is available from the calibration data. the coordinates of the solution are sought within this subspace. super parameters are estimated using a regularized nonlinear gauss marquardt levenberg scheme. though super parameters are estimated, tikhonov regularization constraints are imposed on base parameters. tikhonov regularization mitigates over fitting and promotes the estimation of reasonable base parameters. use of a large number of base parameters enables the inversion process to be receptive to the information content of the calibration data, including aspects pertaining to small scale parameter variations. because the number of super parameters sustainable by the calibration data may be far less than the number of base parameters used to define the original problem, the computational burden for solution of the inverse problem is reduced. the hybrid methodology is described and applied to a simple synthetic groundwater flow model. it is then applied to a real world groundwater flow and contaminant transport model. the approach and programs described are applicable to a range of modeling disciplines."
Uddameri et al.,2007,Environmental Geology,interpreting sustainable yield of an aquifer using a fuzzy framework,interpreting sustainable yield of an aquifer using a fuzzy framework
Ustun et al.,2010,Natural Hazards and Earth System Sciences,preliminary results of land subsidence monitoring project in konya closed basin between 2006 2009 by means of gnss observations,"one of the potential dangers that might arise as a result of bringing excessive amounts of groundwater to the surface of the earth is land subsidence. such surface deformations   these velocities may vary from a few millimetres to a few metres per year   do the greatest damage to infrastructure facilities and buildings in residential units. agricultural lands, in which excessive irrigation is performed, and densely populated cities are more likely to suffer from land subsidence. konya closed basin (kcb), where a rapid groundwater withdrawal has been observed during the last 30 40 years, is faced with such a threat. in this study, the possibility of the occurrence of land subsidence, related to groundwater withdrawal for the kcb, is assessed and the geodetic studies conducted up to now, with the intention of identifying land subsidence, are introduced. the vertical displacements of between  12 and  52 mm/year have been detected through gnss observations collected on the 6 point test network. the land subsidence phenomenon has been developing in the areas where the groundwater is extensively used for irrigation and daily life. the results support the findings derived from the historical leveling records and point out the need of an extended study based on both gnss and insar techniques for spatial and temporal mapping of land subsidence in the kcb."
Van Camp et al.,2010,Agricultural Water Management,assessment of groundwater storage depletion by overexploitation using simple indicators in an irrigated closed aquifer basin in iran,"in arid and semi arid regions irrigation is usually needed to provide enough water for crop growth in cultivated areas. as surfacewaters are scarce, especially in summertime when the water is needed, groundwater is heavily used to supply the water demand. overexploitation of the aquifer in dry years causes depletion of the groundwater storage and systematical lowering of the piezometric levels. this is a particular problem in aquifers developed in closed basins where lateral inflow is nearly absent and replenishment is constrained by rainfall recharge. in this paper, simple indicators derived from meteorological data, abstraction rates and piezometric time series are compared with the groundwater storage depletion as obtained from a calibrated groundwater flow model. application of the method to the overexploited shahrekord basin in iran shows that for the simulated period 1989 2003 an accumulative index of the difference of aquifer recharge, as calculated by a soil moisture balance method, and groundwater abstraction has a correlation coefficient of nearly one with model calculated storage. indicators based on the filling index derived from piezometric time series or on the ratio of aquifer discharge to recharge have slightly lower correlations. the accumulated index indicator can be used to follow aquifer storage in the future without the need to run the full groundwater flow model. this simple approximation is restricted to aquifer systems with a limited lateral inflow and outflow. (c) 2010 elsevier b.v. all rights reserved."
Van Camp et al.,2009,Environmental Geology,recovery scenarios for deep over exploited aquifers with limited recharge: methodology and application to an aquifer in belgium,recovery scenarios for deep over exploited aquifers with limited recharge: methodology and application to an aquifer in belgium
van den Brink et al.,2007,Journal of Hydrology,statistical analysis of anthropogenic versus geochemical controlled differences in groundwater composition in the netherlands,"quantitative insight into the impact of landuse on groundwater composition is vital for the sustainable management of aquifers, especially those situated in urban areas. the objective of the present study was to determine the effects of landuse on groundwater composition throughout the netherlands, relative to the influence of groundwater age, groundwater origin, and geochemical processes. using a nationwide dataset on shallow groundwater from the dutch national groundwater monitoring network, landuse effects were quantified statistically for all major ionic substances. analysis of variance was applied to the entire dataset, to a priori groups based on groundwater age, and to nona priori statistical clusters determined by fuzzy c means clustering. the results indicated that the effect of landuse on groundwater composition in the netherlands strongly depends on geochemical processes and groundwater age. landuse effects were most pronounced in younger, geochemically less evolved groundwater: for example, urban areas showed an increase in ca, na, cl, and hco3 by a factor 2 4, an increase in k and b by a factor 4 10, and a decrease in at by a factor 10 compared to natural areas. similarly, agricultural areas showed an increase in ca, no3, and fe by a factor 2 4, an increase in k by a factor 4 10, and a decrease in al by a factor 2. compared to urban areas, agricultural areas contained less na, cl, and at and more no3. our results demonstrate that the importance of the processes controlling groundwater composition in the netherlands is scale dependent, with geochemical processes being more dominant on a national scale and landuse on regional and local scales. (c) 2007 elsevier b.v. all rights reserved."
van den Brink et al.,2008,Journal of Hydrology,using a groundwater quality negotiation support system to change landuse management near a drinking water abstraction in the netherlands,"a negotiation support system (nss) was developed to solve groundwater conflicts that arose during landuse management. it was set up in cooperation with the stakeholders involved to provide information on the impact of landuse, e.g., agriculture, nature (forested areas), recreation, and urban areas, on the quality of both infiltrating and abstracted groundwater. this nss combined simulation programs that calculate (1) the concentrations of nitrate in shallow groundwater for each landuse area and (2) the transport of nitrate in the groundwater saturated zone. the user interface of the nss enabled scenario analyses. the nss was validated at a drinking water abstraction near holten (the netherlands) using a spatial planning process aimed at sustainable landuse and groundwater resource management. two landuse scenarios were considered: a base scenario reflecting the autonomous development and an adapted landuse scenario. the calculated results for shallow groundwater provided an explicit spatial overview of the impact of historical landuse and n application on the quality of abstracted groundwater as well as insight into the impact of changes in landuse and n application. visualization of the conflicting interests of agriculture and the drinking water abstraction helped all stakeholders accept the necessary changes in landuse identified by the adapted landuse scenario of the nss. these changes were included in the preferred landuse management option in the regional planning process, which has since been formalized. the nss provided system insight, scoping analyses, and education, in addition to generating quantitative information on the impact of landuse functions on groundwater quality. (c) 2007 elsevier b.v. all rights reserved."
